Service,Frequency
udp/20627,6
udp/29968,6
udp/44218,6
udp/42145,6
udp/47688,6
tcp/5061,6
udp/18527,6
udp/11950,6
tcp/5903,6
tcp/5901,6
udp/42347,6
udp/10612,6
udp/53010,6
tcp/30982,6
tcp/30854,6
udp/57903,6
udp/52773,6
udp/51374,6
udp/60192,6
udp/50855,6
udp/15599,6
udp/60517,6
udp/59862,6
tcp/4080,6
udp/45784,6
udp/49999,6
tcp/10261,6
udp/42545,6
udp/44277,6
udp/40150,6
udp/56093,6
udp/39590,6
udp/53086,6
udp/49964,6
tcp/31005,6
udp/22945,6
udp/27364,6
udp/62159,6
udp/55569,6
udp/63258,6
udp/51525,6
udp/56108,6
udp/54233,6
tcp/50001,6
udp/50877,6
udp/57842,6
tcp/3002,6
udp/55217,6
udp/36958,6
udp/36613,6
udp/24211,6
udp/22069,6
udp/25211,6
udp/51410,6
udp/35722,6
tcp/9251,6
tcp/30522,6
Yandex-Other,6
udp/58221,6
udp/28600,6
udp/57797,6
udp/13078,6
udp/24718,6
udp/10640,6
udp/30551,6
udp/10557,6
udp/8085,6
udp/55313,6
tcp/2010,6
tcp/8050,6
udp/23342,6
tcp/3355,6
udp/29649,6
udp/40786,6
udp/45501,6
udp/18596,6
udp/60040,6
udp/32749,6
tcp/30946,6
udp/60633,6
udp/60089,6
udp/23307,6
tcp/8767,6
tcp/19080,6
udp/27502,6
udp/62744,6
udp/49825,6
udp/61471,6
udp/22697,6
udp/28889,6
udp/25187,6
udp/60939,6
udp/50296,6
udp/53383,6
udp/26153,6
udp/59339,6
udp/10943,6
udp/45149,6
tcp/31060,6
tcp/20,6
udp/18453,6
tcp/52200,6
tcp/30942,6
udp/24195,6
udp/20326,6
udp/62704,6
udp/44276,6
udp/54462,6
udp/10063,6
udp/63173,6
udp/36746,6
udp/42679,6
udp/27481,6
tcp/30712,6
tcp/5080,6
udp/10469,6
udp/56981,6
tcp/30735,6
udp/16829,6
tcp/1822,6
udp/25570,6
tcp/30007,6
tcp/18029,6
udp/20559,6
udp/63070,6
tcp/9201,6
udp/53612,6
udp/37074,6
udp/53770,6
udp/55840,6
udp/18300,6
tcp/8590,6
udp/64503,6
udp/20050,6
tcp/2548,6
udp/56786,6
udp/50485,6
udp/22897,6
udp/20893,6
tcp/21245,6
NFS,6
udp/19800,6
udp/18600,6
udp/16600,6
udp/19600,6
udp/47608,6
udp/8023,6
udp/60959,6
udp/29466,6
udp/60153,6
tcp/30953,6
udp/54473,6
udp/57676,6
udp/61351,6
udp/57474,6
udp/10698,6
udp/19903,6
tcp/1616,6
tcp/393,6
udp/23933,6
udp/55221,6
udp/6316,6
udp/55196,6
udp/59027,6
udp/27309,6
udp/9775,6
udp/11511,6
udp/30905,6
udp/13694,6
tcp/20000,6
udp/55485,6
udp/44108,6
udp/9433,6
udp/42712,6
tcp/10250,6
udp/55153,6
udp/19297,6
tcp/2014,6
udp/49643,6
udp/37611,6
udp/33747,6
udp/39747,6
tcp/30750,6
tcp/7788,6
udp/49256,6
udp/59714,6
udp/59050,6
udp/21527,6
udp/54661,6
tcp/6118,6
udp/12897,6
tcp/8873,6
tcp/9076,6
udp/53655,6
tcp/32000,6
udp/33157,6
tcp/1414,6
udp/20468,6
udp/16214,6
udp/46711,6
udp/20379,6
udp/32778,6
udp/25272,6
tcp/2016,6
tcp/25462,6
udp/56074,6
udp/13029,6
udp/60414,6
udp/25201,6
udp/34053,6
udp/37568,6
tcp/30686,6
udp/13971,6
udp/19127,6
tcp/31027,6
TFTP,6
udp/42651,6
tcp/3394,6
udp/50009,6
udp/45648,6
udp/38376,6
udp/22422,6
tcp/6081,6
udp/20384,6
udp/41000,6
tcp/1000,6
udp/57427,6
udp/12556,6
udp/64676,6
udp/28508,6
udp/53416,6
udp/33400,6
udp/36049,6
tcp/51401,6
udp/41177,6
tcp/16422,6
udp/60152,6
tcp/30701,6
udp/35752,6
tcp/21811,6
tcp/9093,6
udp/16200,6
udp/40036,6
udp/42319,6
udp/43556,6
udp/52973,6
udp/63612,6
udp/60837,6
udp/55294,6
udp/63436,6
udp/11966,6
udp/16912,6
udp/42399,6
udp/54274,6
udp/12629,6
udp/45782,6
udp/62632,6
udp/31858,6
tcp/1987,6
udp/23294,6
tcp/401,6
udp/25917,6
4343,6
tcp/95,6
udp/12021,6
udp/39363,6
tcp/1615,6
udp/52541,6
udp/28076,6
tcp/2015,6
udp/11897,6
tcp/31406,6
udp/56271,6
udp/55350,6
tcp/31351,6
udp/51392,6
udp/52861,6
udp/63489,6
udp/60605,6
igmp,6
udp/21921,6
udp/40861,6
udp/24679,6
udp/24774,6
tcp/58603,6
udp/5670,6
udp/63064,6
udp/61005,6
udp/60822,6
tcp/333,6
udp/21412,6
udp/54481,6
H323,6
udp/60768,6
udp/11228,6
udp/23468,6
tcp/30698,6
tcp/3030,6
udp/54905,6
udp/23691,6
udp/10365,6
tcp/2031,6
udp/60322,6
tcp/427,6
tcp/11000,6
tcp/31372,6
tcp/30605,6
tcp/8094,6
tcp/10100,6
udp/60490,6
udp/46725,6
udp/57692,6
udp/54503,6
udp/45581,6
udp/16433,6
tcp/34000,6
udp/28795,6
udp/45453,6
udp/51195,6
udp/53328,6
udp/64627,6
udp/64631,6
tcp/30917,6
tcp/30595,6
udp/23395,6
tcp/30884,6
tcp/31392,6
tcp/31121,6
udp/56823,6
tcp/8779,6
udp/27740,6
udp/21627,6
tcp/2351,6
tcp/2320,6
udp/56742,6
tcp/1099,6
udp/39652,6
udp/64095,6
udp/40910,6
udp/58272,6
udp/7784,6
udp/52137,6
udp/50149,6
tcp/395,6
tcp/394,6
udp/20078,6
udp/59275,6
tcp/8085,6
udp/20880,6
udp/54819,6
udp/63411,6
udp/54825,6
udp/54814,6
udp/54812,6
udp/54818,6
tcp/8447,6
udp/45743,6
udp/54817,6
udp/54827,6
tcp/31329,6
udp/63601,6
tcp/4506,6
udp/13352,6
udp/15995,6
udp/60969,6
udp/57693,6
udp/46352,6
udp/25283,6
udp/13074,6
udp/35401,6
udp/35559,6
tcp/14888,6
tcp/3001,6
udp/54264,6
udp/51918,6
udp/54824,6
udp/40938,6
udp/33260,6
udp/24838,6
udp/59387,6
udp/58342,6
tcp/4040,6
udp/9034,6
tcp/30665,6
udp/49753,6
udp/60245,6
udp/55156,6
udp/24888,6
udp/49689,6
udp/30291,6
udp/26259,6
udp/14267,6
udp/55733,4
udp/40055,4
udp/56493,4
udp/61077,4
udp/56549,4
udp/53397,4
udp/38935,4
udp/37725,4
udp/57618,4
tcp/30017,4
udp/46265,4
udp/62564,4
udp/52620,4
tcp/5997,4
tcp/1407,4
udp/26154,4
udp/26163,4
udp/32852,4
tcp/1858,4
udp/50850,4
udp/63967,4
udp/53536,4
udp/58619,4
udp/39862,4
udp/61993,4
udp/61051,4
tcp/994,4
tcp/8071,4
udp/57737,4
tcp/31458,4
udp/60817,4
udp/50038,4
udp/33339,4
udp/53729,4
udp/33031,4
tcp/30691,4
tcp/30025,4
udp/59907,4
udp/52381,4
udp/56694,4
udp/7783,4
tcp/30788,4
udp/51231,4
udp/59716,4
udp/45661,4
udp/41451,4
tcp/55522,4
udp/40221,4
udp/49876,4
udp/55206,4
udp/52191,4
udp/49199,4
udp/34376,4
udp/43349,4
udp/46043,4
udp/34280,4
udp/35926,4
udp/62812,4
tcp/2900,4
udp/17186,4
udp/54238,4
udp/54043,4
udp/59821,4
udp/58309,4
udp/54057,4
udp/40822,4
udp/35380,4
udp/64249,4
udp/7952,4
udp/60075,4
udp/53098,4
ONYPHE-Scanner,4
tcp/31041,4
tcp/30587,4
tcp/30824,4
udp/52044,4
udp/55603,4
tcp/60166,4
udp/61764,4
udp/36094,4
udp/60066,4
tcp/30718,4
udp/49261,4
udp/39905,4
udp/41903,4
udp/57286,4
tcp/4839,4
udp/60031,4
tcp/19117,4
udp/59298,4
udp/52917,4
udp/56743,4
udp/35142,4
udp/50591,4
tcp/1104,4
tcp/5996,4
tcp/22000,4
udp/50876,4
udp/54241,4
udp/51388,4
udp/56211,4
udp/49159,4
udp/53078,4
tcp/14567,4
tcp/33091,4
udp/43059,4
udp/60611,4
udp/42443,4
udp/45715,4
udp/55721,4
udp/58787,4
udp/62281,4
udp/15868,4
tcp/8893,4
udp/41036,4
udp/54821,4
udp/50387,4
udp/40959,4
udp/64711,4
tcp/2021,4
tcp/61974,4
tcp/59853,4
tcp/31336,4
udp/35715,4
udp/11837,4
udp/60429,4
tcp/30797,4
tcp/9192,4
tcp/9403,4
udp/49277,4
udp/49307,4
tcp/5038,4
udp/62262,4
udp/51021,4
udp/55392,4
udp/60614,4
udp/59307,4
udp/40939,4
udp/60792,4
udp/61669,4
udp/61908,4
udp/54823,4
udp/48673,4
tcp/4643,4
udp/42104,4
udp/34039,4
udp/43015,4
tcp/6563,4
tcp/30744,4
udp/46053,4
udp/57074,4
udp/45570,4
udp/52636,4
udp/53306,4
udp/58835,4
udp/64158,4
udp/49709,4
udp/63536,4
udp/50801,4
udp/51556,4
udp/61608,4
tcp/922,4
tcp/58802,4
udp/57221,4
udp/60897,4
udp/62040,4
tcp/31354,4
tcp/65000,4
tcp/45239,4
udp/52806,4
tcp/10702,4
tcp/1086,4
tcp/3676,4
udp/36450,4
udp/59187,4
tcp/4825,4
udp/62350,4
udp/36744,4
udp/60396,4
tcp/30834,4
udp/34749,4
udp/54578,4
tcp/23909,4
udp/52864,4
udp/49813,4
tcp/31408,4
tcp/4064,4
tcp/52309,4
tcp/39406,4
udp/58339,4
udp/51041,4
udp/46651,4
udp/60770,4
udp/62509,4
udp/56789,4
tcp/19233,4
tcp/33491,4
tcp/1749,4
udp/62097,4
udp/55010,4
udp/45890,4
udp/63326,4
tcp/59166,4
tcp/54127,4
tcp/5200,4
udp/46246,4
udp/55400,4
udp/52260,4
udp/57902,4
udp/62130,4
udp/45383,4
udp/59227,4
udp/51657,4
udp/63072,4
udp/54518,4
tcp/52571,4
tcp/30523,4
tcp/91,4
tcp/9191,4
tcp/58074,4
udp/38175,4
udp/39945,4
udp/57215,4
udp/37584,4
tcp/2556,4
tcp/34561,4
tcp/1319,4
udp/60685,4
tcp/7322,4
tcp/7903,4
tcp/2454,4
udp/63632,4
udp/50986,4
tcp/1804,4
udp/40198,4
udp/59608,4
udp/34813,4
udp/55807,4
udp/37597,4
tcp/5081,4
udp/62599,4
udp/60151,4
tcp/400,4
udp/59002,4
udp/42899,4
udp/56038,4
udp/35641,4
tcp/33592,4
udp/56178,4
udp/36720,4
udp/36829,4
udp/46261,4
udp/48015,4
tcp/89,4
tcp/1002,4
tcp/31419,4
tcp/5999,4
udp/44379,4
udp/51770,4
tcp/8076,4
tcp/1707,4
udp/56243,4
tcp/62817,4
tcp/53524,4
tcp/31242,4
tcp/18005,4
udp/50371,4
udp/60413,4
udp/62273,4
udp/61660,4
tcp/978,4
tcp/31113,4
udp/49108,4
tcp/50000,4
udp/46340,4
udp/64468,4
udp/39871,4
udp/53184,4
udp/50056,4
tcp/31324,4
tcp/31159,4
tcp/6697,4
udp/62604,4
tcp/6490,4
udp/60169,4
udp/52768,4
tcp/8845,4
tcp/30589,4
udp/55343,4
tcp/2094,4
tcp/65434,4
udp/37675,4
tcp/18049,4
udp/62596,4
tcp/33893,4
udp/61849,4
tcp/30625,4
tcp/22122,4
tcp/1321,4
tcp/2890,4
udp/54101,4
tcp/30569,4
tcp/6433,4
udp/46664,4
tcp/1830,4
udp/54558,4
udp/60141,4
udp/42282,4
udp/34632,4
udp/44906,4
tcp/1012,4
HP-NetBIOS.Session.Service,4
udp/41130,4
tcp/31427,4
udp/22223,4
udp/10555,4
udp/23790,4
udp/58691,4
tcp/18574,4
tcp/31168,4
udp/41885,4
udp/49541,4
tcp/40001,4
udp/35813,4
udp/45326,4
udp/46731,4
udp/50928,4
udp/52498,4
udp/41518,4
udp/60584,4
udp/63214,4
tcp/56011,4
tcp/54486,4
Symantec-NetBIOS.Session.Service,4
tcp/7900,4
tcp/9471,4
tcp/117,4
udp/33766,4
udp/45584,4
udp/59373,4
udp/62654,4
udp/61214,4
tcp/31010,4
udp/54915,4
udp/41698,4
udp/42912,4
udp/63718,4
tcp/1487,4
udp/60539,4
tcp/67,4
udp/41830,4
udp/40274,4
tcp/61703,4
tcp/62816,4
udp/46563,4
tcp/59560,4
udp/63209,4
tcp/1242,4
tcp/5567,4
tcp/30716,4
tcp/30720,4
udp/60145,4
udp/56985,4
Redhat-Web,4
udp/47833,4
udp/46880,4
udp/33744,4
udp/42233,4
tcp/32438,4
tcp/55162,4
udp/56970,4
udp/38609,4
udp/56388,4
udp/35946,4
tcp/7118,4
tcp/26354,4
tcp/9080,4
tcp/207,4
udp/48334,4
tcp/13579,4
udp/59853,4
tcp/30536,4
udp/49710,4
udp/50424,4
udp/35177,4
udp/51291,4
udp/51196,4
udp/54786,4
udp/41962,4
tcp/30770,4
udp/38288,4
udp/59964,4
udp/63001,4
udp/59765,4
udp/47971,4
udp/35571,4
udp/33266,4
udp/40777,4
udp/48913,4
udp/51049,4
tcp/33895,4
tcp/53589,4
udp/46913,4
tcp/46813,4
tcp/31380,4
udp/28144,4
udp/50459,4
udp/55894,4
tcp/6100,4
tcp/31015,4
tcp/1845,4
udp/38485,4
tcp/118,4
udp/62324,4
udp/62167,4
tcp/49191,4
udp/42173,4
udp/42149,4
tcp/21237,4
udp/38345,4
udp/51310,4
udp/45026,4
tcp/3352,4
udp/51129,4
udp/41132,4
tcp/1489,4
udp/63898,4
udp/33536,4
tcp/9488,4
tcp/31232,4
tcp/31253,4
udp/63034,4
tcp/874,4
udp/56091,4
udp/50571,4
udp/62014,4
tcp/30958,4
udp/18372,4
udp/14349,4
udp/59522,4
udp/53791,4
udp/42655,4
udp/59029,4
udp/52958,4
tcp/21022,4
udp/36673,4
udp/43024,4
udp/43151,4
udp/56113,4
udp/35004,4
udp/43500,4
tcp/33338,4
udp/47560,4
tcp/31394,4
udp/37849,4
udp/55778,4
udp/36399,4
udp/48648,4
udp/7646,4
udp/41125,4
udp/41906,4
udp/38796,4
udp/41148,4
udp/40913,4
udp/59994,4
udp/37380,4
udp/623,4
udp/33853,4
udp/50859,4
udp/33159,4
udp/49478,4
udp/40262,4
udp/60995,4
udp/34974,4
udp/56236,4
udp/44856,4
udp/46142,4
udp/45812,4
udp/46905,4
udp/58919,4
tcp/1719,4
udp/41026,4
udp/53543,4
udp/23011,4
udp/49161,4
udp/60213,4
udp/53969,4
udp/34905,4
udp/50033,4
tcp/31245,4
udp/45569,4
udp/53260,4
udp/32181,4
udp/61327,4
udp/30239,4
udp/50186,4
udp/16256,4
udp/11832,4
tcp/3942,4
udp/44988,4
udp/37246,4
tcp/3396,4
udp/56851,4
udp/59170,4
tcp/9037,4
tcp/30700,4
tcp/1354,4
udp/62566,4
udp/47862,4
udp/43545,4
udp/49292,4
udp/57770,4
udp/51038,4
udp/8595,4
udp/31610,4
udp/42093,4
udp/42929,4
tcp/1984,4
tcp/52590,4
udp/18397,4
tcp/47534,4
udp/6757,4
tcp/31061,4
tcp/31046,4
udp/63222,4
udp/57552,4
tcp/31346,4
tcp/30776,4
tcp/1716,4
udp/36872,4
udp/59938,4
udp/38996,4
udp/45053,4
tcp/30708,4
udp/46890,4
udp/37558,4
udp/33103,4
udp/36114,4
udp/41333,4
tcp/802,4
udp/34537,4
udp/53099,4
udp/27018,4
tcp/31366,4
udp/47033,4
tcp/7270,4
tcp/34726,4
tcp/3392,4
udp/38551,4
udp/44005,4
udp/55645,4
tcp/9088,4
tcp/4117,4
tcp/1058,4
tcp/6119,4
udp/62722,4
tcp/31209,4
udp/46516,4
udp/63223,4
tcp/19510,4
udp/52060,4
udp/56668,4
udp/46521,4
udp/44393,4
udp/15201,4
udp/62454,4
tcp/17358,4
udp/51870,4
udp/32799,4
udp/59999,4
tcp/30852,4
tcp/30978,4
udp/47004,4
udp/51402,4
udp/57841,4
udp/43755,4
udp/34786,4
tcp/31371,4
udp/63605,4
udp/57483,4
tcp/50995,4
tcp/42734,4
tcp/21000,4
udp/63362,4
udp/60606,4
tcp/8160,4
udp/44296,4
udp/34441,4
tcp/55554,4
udp/55083,4
udp/37254,4
udp/34491,4
udp/55912,4
udp/52881,4
udp/63791,4
udp/35717,4
tcp/63660,4
udp/8888,4
udp/62728,4
udp/34754,4
udp/36939,4
udp/53898,4
udp/28031,4
udp/53574,4
tcp/14295,4
udp/7399,4
udp/6988,4
udp/58850,4
udp/8655,4
udp/12246,4
tcp/27020,4
udp/48820,4
udp/22285,4
udp/51134,4
udp/26908,4
udp/11274,4
udp/45362,4
tcp/30570,4
udp/25303,4
udp/38586,4
tcp/57922,4
tcp/3395,4
tcp/19919,4
tcp/51007,4
udp/32828,4
udp/38504,4
udp/33863,4
udp/38163,4
udp/49965,4
tcp/8008,4
udp/63773,4
udp/5963,4
udp/20438,4
udp/24241,4
udp/47393,4
udp/48526,4
udp/59727,4
udp/55514,4
tcp/30789,4
udp/44816,4
udp/40341,4
udp/51586,4
udp/45373,4
udp/58573,4
udp/36374,4
udp/53468,4
udp/47237,4
udp/54603,4
tcp/54022,4
tcp/809,4
tcp/38990,4
udp/50148,4
udp/44714,4
udp/53085,4
tcp/424,4
udp/56604,4
udp/16888,4
udp/52596,4
udp/44681,4
tcp/14706,4
tcp/51436,4
udp/59470,4
udp/42278,4
udp/54224,4
tcp/750,4
tcp/902,4
tcp/3493,4
udp/58892,4
udp/34327,4
udp/48246,4
udp/37188,4
udp/54953,4
udp/20282,4
udp/34592,4
udp/39993,4
tcp/10243,4
tcp/53631,4
udp/38971,4
udp/43088,4
udp/39567,4
tcp/1650,4
udp/61854,4
tcp/18918,4
udp/53452,4
tcp/38002,4
udp/36036,4
udp/53139,4
udp/61596,4
udp/62653,4
tcp/39198,4
tcp/38989,4
udp/49907,4
udp/34611,4
tcp/5150,4
udp/53097,4
tcp/106,4
tcp/31023,4
tcp/59852,4
Bitdefender-ICMP,4
udp/51959,4
udp/6976,4
udp/46848,4
udp/10046,4
udp/46434,4
udp/20748,4
udp/7742,4
udp/51063,4
udp/39535,4
tcp/30717,4
udp/19739,4
tcp/7373,4
Atlassian-NetBIOS.Session.Service,4
udp/65123,4
udp/55953,4
udp/57666,4
udp/42593,4
udp/60061,4
udp/37289,4
udp/56368,4
udp/57040,4
udp/52374,4
udp/59436,4
udp/35664,4
udp/37297,4
udp/40978,4
udp/64583,4
udp/28039,4
tcp/30560,4
tcp/31306,4
tcp/7890,4
tcp/9595,4
udp/37932,4
udp/42854,4
udp/60834,4
tcp/4126,4
udp/40957,4
udp/53780,4
udp/59894,4
udp/57914,4
tcp/2761,4
tcp/21050,4
udp/55928,4
udp/44063,4
udp/35051,4
udp/43585,4
udp/47969,4
udp/54838,4
udp/48808,4
udp/46954,4
udp/33996,4
udp/37633,4
udp/44808,4
udp/62970,4
udp/7383,4
udp/44312,4
udp/16728,4
tcp/31146,4
udp/46871,4
tcp/30725,4
udp/62168,4
tcp/9879,4
tcp/8156,4
udp/43458,4
udp/52250,4
udp/56979,4
udp/40083,4
udp/38857,4
udp/38361,4
tcp/21329,4
tcp/1395,4
tcp/3688,4
udp/58653,4
tcp/30811,4
udp/63936,4
udp/51965,4
tcp/30798,4
udp/42815,4
udp/32000,4
tcp/18658,4
tcp/33391,4
udp/65234,4
tcp/8167,4
udp/62713,4
udp/25615,4
udp/47940,4
udp/44427,4
udp/43320,4
udp/57663,4
udp/51092,4
udp/59377,4
tcp/2601,4
udp/28045,4
udp/41226,4
udp/34207,4
tcp/30778,4
Adobe-ICMP,4
udp/48543,4
tcp/1517,4
tcp/4050,4
tcp/14610,4
udp/53469,4
udp/47371,4
udp/50060,4
tcp/5606,4
tcp/30815,4
udp/57260,4
udp/42267,4
udp/52657,4
udp/52654,4
udp/43951,4
udp/5550,4
tcp/3737,4
udp/36379,4
udp/47165,4
udp/53399,4
udp/38667,4
udp/56380,4
udp/41194,4
tcp/51540,4
tcp/30410,4
tcp/11222,4
udp/39955,4
udp/42474,4
tcp/31455,4
udp/6886,4
udp/57519,4
tcp/8889,4
tcp/31050,4
tcp/11521,4
tcp/3507,4
udp/62269,4
udp/63903,4
tcp/8570,4
tcp/2200,4
tcp/31325,4
udp/58548,4
udp/52652,4
udp/41356,4
udp/63295,4
tcp/44034,4
tcp/1982,4
tcp/288,4
udp/52912,4
udp/32965,4
udp/39090,4
udp/48140,4
udp/37911,4
udp/26912,4
udp/38778,4
tcp/4434,4
tcp/2030,4
udp/41542,4
udp/33189,4
udp/43991,4
udp/42693,4
udp/57065,4
udp/34482,4
tcp/30912,4
udp/41955,4
udp/53017,4
udp/36823,4
udp/34384,4
udp/37643,4
udp/42532,4
tcp/31161,4
udp/46230,4
udp/59331,4
tcp/3386,4
udp/48293,4
udp/59501,4
udp/46444,4
udp/53948,4
udp/44065,4
udp/40825,4
udp/45875,4
udp/40770,4
udp/41828,4
udp/39775,4
udp/57953,4
udp/44334,4
tcp/9761,4
tcp/18084,4
udp/41360,4
udp/61252,4
tcp/25827,4
tcp/3356,4
udp/37317,4
udp/47878,4
udp/60399,4
udp/35552,4
udp/41145,4
tcp/1446,4
tcp/1465,4
udp/43225,4
udp/49145,4
udp/52968,4
udp/62852,4
udp/62662,4
udp/52592,4
tcp/2422,4
udp/64836,4
udp/35575,4
udp/523,4
udp/57497,4
udp/58910,4
tcp/30573,4
tcp/53914,4
udp/45528,4
udp/48713,4
udp/43713,4
udp/58976,4
udp/49863,4
tcp/3308,4
udp/50261,4
udp/15009,4
udp/58076,4
udp/58773,4
udp/58412,4
tcp/9050,4
udp/41487,4
udp/37798,4
udp/57111,4
udp/25015,4
udp/36876,4
udp/53672,4
udp/46177,4
udp/50132,4
udp/62464,4
udp/61634,4
tcp/25054,4
tcp/2300,4
tcp/2379,4
udp/62225,4
tcp/2060,4
tcp/30955,4
tcp/5959,4
udp/57461,4
tcp/50850,4
udp/61990,4
udp/41712,4
tcp/37215,4
udp/52109,4
tcp/3078,4
udp/49674,4
udp/46883,4
udp/34473,4
udp/49177,4
tcp/31417,4
tcp/50996,4
udp/60307,4
tcp/54041,4
udp/60015,4
udp/63166,4
udp/52123,4
udp/54341,4
udp/54020,4
udp/52784,4
udp/62336,4
udp/59655,4
udp/58013,4
udp/41060,4
udp/65003,4
udp/64317,4
udp/19348,4
udp/8602,4
udp/34036,4
udp/64919,4
udp/44321,4
udp/24233,4
udp/30195,4
tcp/467,4
udp/51707,4
udp/9884,4
udp/10291,4
udp/10894,4
udp/45097,4
udp/31515,4
tcp/5670,4
tcp/42214,4
udp/53763,4
udp/48326,4
udp/40324,4
udp/64987,4
udp/64586,4
tcp/50067,4
udp/53669,4
udp/53578,4
udp/27467,4
udp/11238,4
udp/31047,4
Cloudflare-NetBIOS.Session.Service,4
udp/61308,4
tcp/30509,4
udp/6916,4
udp/31467,4
udp/44604,4
udp/58500,4
udp/41722,4
udp/42044,4
udp/26755,4
udp/64436,4
udp/52466,4
udp/47565,4
udp/56572,4
udp/6281,4
tcp/30568,4
udp/47114,4
udp/41561,4
udp/34215,4
udp/40842,4
Ewon-Talk2M,4
udp/35789,4
udp/39430,4
udp/9112,4
tcp/14444,4
udp/64264,4
tcp/31241,4
udp/59753,4
udp/50414,4
tcp/30951,4
tcp/5907,4
udp/37513,4
udp/43876,4
tcp/3339,4
udp/63068,4
udp/52935,4
udp/47973,4
udp/19672,4
udp/16871,4
udp/40608,4
udp/54679,4
udp/58801,4
udp/56785,4
udp/62608,4
udp/11904,4
udp/51562,4
udp/58642,4
udp/54032,4
tcp/30876,4
tcp/46248,4
tcp/19110,4
udp/54671,4
tcp/50052,4
udp/56276,4
udp/60586,4
udp/43021,4
udp/65048,4
udp/50632,4
udp/45905,4
tcp/63876,4
udp/35786,4
tcp/9022,4
tcp/50118,4
tcp/18333,4
udp/26672,4
udp/56008,4
udp/42138,4
udp/11316,4
udp/53002,4
udp/39146,4
tcp/44502,4
udp/28180,4
udp/46643,4
udp/46986,4
tcp/9782,4
tcp/30010,4
tcp/1619,4
udp/41154,4
udp/35743,4
udp/53647,4
udp/34061,4
udp/51803,4
udp/55380,4
udp/58537,4
udp/43622,4
udp/24846,4
udp/32414,4
udp/33161,4
udp/40415,4
udp/38912,4
udp/54484,4
udp/52886,4
udp/48356,4
udp/59543,4
udp/39839,4
udp/64022,4
udp/55232,4
udp/58459,4
udp/57595,4
udp/58189,4
udp/35463,4
udp/59413,4
udp/56710,4
tcp/31252,4
tcp/2007,4
udp/47970,4
tcp/20121,4
udp/55706,4
udp/65174,4
udp/39523,4
tcp/23502,4
udp/34812,4
udp/55684,4
udp/45135,4
udp/33765,4
udp/58936,4
udp/33546,4
udp/56790,4
udp/37879,4
udp/38655,4
udp/60982,4
udp/56051,4
udp/63046,4
udp/55579,4
udp/39656,4
udp/43966,4
udp/39393,4
udp/40491,4
udp/42755,4
udp/59963,4
udp/49815,4
udp/61702,4
udp/20481,4
udp/45824,4
udp/47431,4
udp/49864,4
udp/57409,4
udp/53852,4
udp/50552,4
udp/59250,4
udp/35521,4
udp/60794,4
udp/43930,4
udp/54380,4
udp/39157,4
udp/56696,4
udp/52690,4
udp/64323,4
tcp/55055,4
udp/63227,4
udp/46465,4
udp/35162,4
udp/40876,4
udp/43343,4
udp/48907,4
udp/51166,4
udp/51027,4
udp/49367,4
tcp/128,4
udp/62128,4
tcp/38834,4
udp/26896,4
udp/41028,4
udp/11613,4
udp/56870,4
tcp/51889,4
tcp/31145,4
udp/40662,4
udp/41124,4
udp/27828,4
udp/45400,4
udp/47401,4
udp/53028,4
udp/38372,4
udp/48468,4
udp/36756,4
udp/63299,4
udp/56393,4
udp/33326,4
udp/51837,4
udp/50820,4
udp/61492,4
tcp/3166,4
udp/62384,4
udp/32820,4
udp/58480,4
udp/54833,4
udp/51005,4
udp/55776,4
udp/44448,4
udp/59017,4
udp/49236,4
udp/35202,4
tcp/31320,4
udp/13144,4
udp/60360,4
udp/41928,4
udp/63446,4
udp/58167,4
tcp/8148,4
udp/46458,4
udp/40645,4
udp/44009,4
tcp/38230,4
udp/52376,4
udp/54668,4
udp/50000,4
udp/56182,4
udp/60701,4
udp/55315,4
udp/54468,4
udp/49186,4
udp/52400,4
udp/61767,4
udp/35675,4
udp/38076,4
udp/41651,4
udp/53413,4
tcp/30634,4
tcp/64418,4
udp/34500,4
udp/35185,4
tcp/31052,4
udp/38049,4
tcp/9908,4
udp/59404,4
udp/34435,4
udp/49113,4
tcp/9390,4
udp/55416,4
udp/46249,4
udp/51499,4
udp/41069,4
udp/58196,4
udp/56620,4
udp/60889,4
udp/35113,4
tcp/53238,4
udp/62651,4
udp/20482,4
udp/37428,4
udp/60105,4
tcp/31008,4
udp/48591,4
udp/59863,4
tcp/51399,4
udp/57245,4
udp/56035,4
udp/42549,4
udp/49368,4
udp/8636,4
udp/10758,4
udp/40885,4
udp/61665,4
tcp/1420,4
udp/34242,4
udp/60942,4
udp/47924,4
udp/48209,4
udp/49701,4
udp/51772,4
tcp/21778,4
tcp/1464,4
tcp/6674,4
tcp/2134,4
udp/56719,4
udp/56690,4
udp/47955,4
udp/31109,4
udp/35405,4
tcp/1556,4
udp/61299,4
udp/61310,4
udp/57715,4
tcp/60720,4
udp/57508,4
udp/45290,4
udp/43648,4
udp/46110,4
udp/55638,4
udp/39778,4
udp/16655,4
udp/28465,4
udp/59189,4
udp/50951,4
udp/57271,4
udp/54066,4
udp/52226,4
udp/45677,4
udp/56156,4
udp/52511,4
udp/56422,4
udp/27021,4
udp/33591,4
udp/39441,4
tcp/30592,4
udp/37221,4
udp/56231,4
tcp/24410,4
tcp/31065,4
udp/42047,4
udp/52911,4
udp/54800,4
udp/53934,4
udp/36410,4
udp/48371,4
udp/53741,4
udp/33803,4
